,REG_DATE,¿⁄ªÁ¡¶«∞¡¶¡∂øÎ ≥√¿Â,"¿⁄ªÁ¡¶«∞¡¶¡∂øÎ ≥√¿Â,∆˜¿Â»Ω∞®,« ∑ø(F)","¿⁄ªÁ¡¶«∞¡¶¡∂øÎ ≥√¿Â,« ∑ø(F)",∆«∏≈øÎ ≥√¿Â,"∆«∏≈øÎ ≥√¿Â,∆˜¿Â»Ω∞®,« ∑ø(F)","∆«∏≈øÎ ≥√¿Â,« ∑ø(F)","∆«∏≈øÎ ≥√¿Â,« ∑ø(F),»Ω∞®",c¿⁄ªÁ¡¶«∞¡¶¡∂øÎ ≥√¿Â,"c¿⁄ªÁ¡¶«∞¡¶¡∂øÎ ≥√¿Â,∆˜¿Â»Ω∞®,« ∑ø(F)","c¿⁄ªÁ¡¶«∞¡¶¡∂øÎ ≥√¿Â,« ∑ø(F)",c∆«∏≈øÎ ≥√¿Â,"c∆«∏≈øÎ ≥√¿Â,∆˜¿Â»Ω∞®,« ∑ø(F)","c∆«∏≈øÎ ≥√¿Â,« ∑ø(F)","c∆«∏≈øÎ ≥√¿Â,« ∑ø(F),»Ω∞®",,,,,,WEEKCOUNT,µŒπŸ¿Ã¿Ø,MONTH,MONTH_MEAN,P_PRICE
129,2018-06-18,10.92,15.495,15.34,10.905,28.75,14.72,15.26,1,0,1,2,1,1,1,,,,,,7,73.49,6,14.82230442,15.25714286
130,2018-06-25,10.16,15.495,15.29,10.38,28.85,14.35,14.87,1,0,1,2,1,1,1,,,,,,7,73.15,6,14.82230442,14.89714286
131,2018-07-02,10.06,15.495,15.16,10.27,28.72,13.61,14.6,1,0,1,2,1,1,1,,,,,,7,74.33,7,14.63846877,14.67
132,2018-07-09,9.89,15.495,15.05,10.11,35.88,13.43,14.51,1,0,1,2,1,1,1,,,,,,7,75.08,7,14.63846877,15.56857143
133,2018-07-16,9.53,15.495,14.83,10.06,28.76,13.19,14.54,1,0,1,2,1,1,1,,,,,,7,72.01,7,14.63846877,14.42428571
134,2018-07-23,9.41,15.495,14.5,10.03,26.91,13.13,14.65,1,0,1,2,2,1,1,,,,,,8,72.67,7,14.63846877,15.69625
135,2018-07-30,9.89,15.495,15.25,10.19,29.06,13.14,14.28,1,0,1,2,1,1,1,,,,,,7,73.15,7,14.63846877,14.57142857
136,2018-08-06,9.83,15.495,14.93,10.14,28.93,13.56,14.81,1,0,1,1,1,1,1,,,,,,6,72.35,8,14.40944084,15.36666667
137,2018-08-13,10.37,15.495,14.66,10.31,27.055,13.77,14.42,1,0,1,2,2,1,1,,,,,,8,71.52,8,14.40944084,15.99375
138,2018-08-20,9.95,15.495,14.29,10.01,28.87,13.57,14.21,0,0,1,1,1,1,1,,,,,,5,71.18,8,14.40944084,16.19
139,2018-08-27,9.53,15.495,14.4,10.245,28.92,13.83,14.76,1,0,1,2,1,1,1,,,,,,7,72.45,8,14.40944084,14.56142857
140,2018-09-03,10.66,15.495,15.69,10.68,28.91,14.12,15.3,1,0,1,2,1,1,1,,,,,,7,72.49,9,14.18596372,15.14857143
141,2018-09-10,10.92,15.495,15.1,11.08,28.88,13.97,15.5,1,0,1,2,1,1,1,,,,,,7,75.56,9,14.18596372,15.21857143
142,2018-09-17,11.13,15.495,15.15,10.825,28.92,13.74,15.54,1,0,1,2,1,1,1,,,,,,7,76.06,9,14.18596372,15.16142857
143,2018-09-24,11.02,15.495,15.6,11.38,29.02,14.04,15.64,1,0,1,1,1,1,1,,,,,,6,77.02,9,14.18596372,16.11666667
144,2018-10-01,9.8,15.495,14.9,10.995,28.89,14.24,15.56,2,0,1,2,1,1,1,,,,,,8,82.82,10,14.18298344,14.3975
145,2018-10-08,10.5,15.495,15.05,10.845,28.98,14.3,15.29,1,0,1,2,1,1,1,,,,,,7,82.58,10,14.18298344,15.11571429
146,2018-10-15,9.945,15.495,14.9,10.87,27.81,14.53,15.41,2,0,1,3,1,1,1,,,,,,9,80.39,10,14.18298344,13.90555556
147,2018-10-22,9.675,15.495,15.2,10.83,28.98,14.4,15.45,2,0,1,1,1,1,1,,,,,,7,80.19,10,14.18298344,14.88714286
148,2018-10-29,9.895,15.495,15.53,10.5,29.01,14.39,15.26,2,0,1,1,1,1,1,,,,,,7,79.41,10,14.18298344,14.92571429
149,2018-11-05,9.56,15.495,14.8,10.38,29.31,14.1,15.07,1,0,1,1,1,1,1,,,,,,6,71.88,11,13.75146674,15.53666667
150,2018-11-12,9.63,15.495,14.56,10.25,29.12,13.87,15.37,2,0,1,1,1,1,1,,,,,,7,69.81,11,13.75146674,14.63285714
151,2018-11-19,9.515,15.495,14.15,10.245,29.12,12.12,14.99,2,0,1,2,1,1,1,,,,,,8,67.68,11,13.75146674,13.7375
152,2018-11-26,9.29,15.495,13.72,9.405,29.21,12.29,14.71,2,0,1,2,1,1,1,,,,,,8,65.63,11,13.75146674,13.415
153,2018-12-03,9.465,15.495,14.81,9.79,29.22,14.01,14.76,2,0,1,1,1,1,1,,,,,,7,60.52,12,14.65093357,14.50285714
154,2018-12-10,9.74,15.495,14.99,9.89,29.3,14.36,14.91,2,0,1,1,1,1,1,,,,,,7,59.01,12,14.65093357,14.70428571
155,2018-12-17,9.485,15.495,15.03,9.69,26.435,13.65,15.35,2,0,1,1,2,1,1,,,,,,8,59.14,12,14.65093357,15.695
156,2018-12-24,9.61,15.495,15.18,9.755,28.36,14.13,15.94,2,0,1,2,1,1,1,,,,,,8,56.93,12,14.65093357,14.0425
157,2018-12-31,9.82,15.495,14.54,10.74,28.32,14.24,15.87,1,0,1,1,1,1,1,,,,,,6,57.32,12,14.65093357,15.58833333
158,2019-01-07,9.97,15.495,15.21,10.46,29.31,14.5,15.84,2,0,1,1,1,1,1,,,,,,7,55.62,1,14.955954,15.03714286
159,2019-01-14,10.09,15.495,15.11,10.22,27.86,14.56,15.68,1,0,1,1,1,1,1,,,,,,6,57.64,1,14.955954,15.58666667
160,2019-01-21,9.66,15.495,15.66,10.01,29.1,14.44,15.41,1,0,1,1,1,1,1,,,,,,6,59.52,1,14.955954,15.71333333
161,2019-01-28,8.97,15.495,15.03,9.44,29.21,13.97,14,1,0,1,2,1,1,1,,,,,,7,58.92,1,14.955954,14.29428571
162,2019-02-04,9.17,15.495,15.56,9.15,29.06,13.69,15.14,1,0,1,1,1,1,1,,,,,,6,62.55,2,14.39166667,15.295
163,2019-02-11,8.97,15.495,14.93,9.57,29.15,13.83,14.48,1,0,1,2,1,1,1,,,,,,7,61.65,2,14.39166667,14.35714286
164,2019-02-18,9.43,15.495,14.29,9.155,29.2,13.65,14.89,1,0,1,2,1,1,1,,,,,,7,64.68,2,14.39166667,14.25285714
165,2019-02-25,9.61,15.495,14.74,10.01,29.46,14.03,15.31,1,0,1,2,1,1,1,,,,,,7,64.5,2,14.39166667,14.73857143
166,2019-03-04,10.56,15.495,15.38,10.61,29.65,14.8,16.12,1,0,1,2,1,1,1,,,,,,7,65.61,3,14.78056406,15.39
167,2019-03-11,11.17,15.495,15.85,11.04,29.96,15.1,16.66,1,0,1,1,1,1,1,,,,,,6,66.59,3,14.78056406,16.63
168,2019-03-18,11.02,15.495,15.46,11.05,29.96,14.93,16.42,1,0,1,2,1,1,1,,,,,,7,67.02,3,14.78056406,15.69857143
169,2019-03-25,11.28,15.495,15.38,10.65,30.46,14.85,15.93,1,0,1,2,1,1,1,,,,,,7,66.89,3,14.78056406,15.6
170,2019-04-01,10.45,15.495,14.97,10.08,30.51,14.86,16.45,1,0,1,2,1,1,1,,,,,,7,68.46,4,14.86277705,15.34285714
171,2019-04-08,10.51,15.495,15.52,10.365,30.93,14.97,16.89,1,0,1,2,1,1,1,,,,,,7,70.09,4,14.86277705,15.65
172,2019-04-15,10.66,15.495,15.24,10.4,30.4,15.51,17.46,1,0,1,2,1,1,1,,,,,,7,69.83,4,14.86277705,15.72428571
173,2019-04-22,11.66,15.495,15.04,10.95,30.41,15.11,18.04,1,0,1,2,1,1,1,,,,,,7,71.02,4,14.86277705,16.02285714
174,2019-04-29,11.26,15.495,15.43,10.845,30.36,14.51,15.21,1,0,1,2,1,1,1,,,,,,7,70.93,4,14.86277705,15.49428571
175,2019-05-06,10.66,15.495,14.96,10.49,30.41,14.07,16.53,1,0,1,2,1,1,1,,,,,,7,70.56,5,14.71583875,15.37285714
176,2019-05-13,10.6,15.495,15.11,10.655,30.37,14.01,16.16,1,0,1,2,1,1,1,,,,,,7,69.64,5,14.71583875,15.36571429
177,2019-05-20,10.05,15.495,15.21,10.64,30.47,14.04,16.24,1,0,1,2,1,1,1,,,,,,7,70.91,5,14.71583875,15.32714286
178,2019-05-27,9.57,15.495,15.11,9.99,30.38,14.02,16.36,1,0,1,1,1,1,1,,,,,,6,69.43,5,14.71583875,15.905
179,2019-06-03,9.72,15.495,15.54,10.065,30.29,13.41,16.28,1,0,1,2,1,1,1,,,,,,7,60.4,6,14.82230442,15.05285714
180,2019-06-10,9.66,15.495,15.49,10.305,29.97,14.08,17.14,1,0,1,2,1,1,1,,,,,,7,60.59,6,14.82230442,15.27857143
181,2019-06-17,10.25,15.495,15.2,10.65,30.13,13.97,17.09,1,0,1,2,1,1,1,,,,,,7,59.94,6,14.82230442,15.42
182,2019-06-24,9.74,15.495,15.35,9.875,30.16,14.05,16.64,1,0,1,2,1,1,1,,,,,,7,61.64,6,14.82230442,15.09857143
183,2019-07-01,9.55,15.495,15.56,9.805,30.27,13.2,15.05,1,0,1,2,1,1,1,,,,,,7,63.19,7,14.63846877,14.74857143
184,2019-07-08,10.08,15.495,14.91,9.905,30.22,12.75,15.38,1,0,1,2,1,1,1,,,,,,7,62.61,7,14.63846877,14.73571429
185,2019-07-15,9.96,15.495,15.4,9.905,30.12,12.66,16.44,1,0,1,2,1,1,1,,,,,,7,64.31,7,14.63846877,14.91285714
186,2019-07-22,9.41,15.495,14.9,9.535,30.05,12.59,15.69,1,0,1,2,1,1,1,,,,,,7,62.95,7,14.63846877,14.53
187,2019-07-29,9.66,15.495,15.21,9.645,30.17,12.26,15.69,1,0,1,2,1,1,1,,,,,,7,63.16,7,14.63846877,14.61142857
188,2019-08-05,9.35,15.495,14.9,9.665,30.03,12.45,15.48,1,0,1,2,1,1,1,,,,,,7,58.86,8,14.40944084,14.50571429
189,2019-08-12,9.64,15.495,14.58,9.835,30.14,12.24,15.49,1,0,1,2,1,1,1,,,,,,7,58.35,8,14.40944084,14.53714286
190,2019-08-19,8.61,15.495,14.64,9.74,30.38,12.11,15.2,1,0,1,2,1,1,1,,,,,,7,58.93,8,14.40944084,14.34571429
191,2019-08-26,9.26,15.495,14.79,9.565,30.49,12.84,15.15,1,0,1,2,1,1,1,,,,,,7,58.87,8,14.40944084,14.52285714
192,2019-09-02,8.46,15.495,14.81,9.665,30.68,12.93,15.08,1,0,1,2,1,1,1,,,,,,7,59.11,9,14.18596372,14.47
193,2019-09-09,8.25,15.495,14.37,9.69,30.18,12.73,14.51,1,0,1,2,1,1,1,,,,,,7,60.06,9,14.18596372,14.20285714
194,2019-09-16,8.25,15.495,14.17,9.415,30.71,12.06,15.05,1,0,1,2,1,1,1,,,,,,7,63.12,9,14.18596372,14.15285714
195,2019-09-23,7.89,15.495,13.57,8.725,30.14,12.5,15.16,1,0,1,2,1,1,1,,,,,,7,61.64,9,14.18596372,13.81571429
196,2019-09-30,7.45,15.495,13.67,8.39,30.17,11.53,15.27,1,0,1,2,1,1,1,,,,,,7,61.12,9,14.18596372,13.55285714
197,2019-10-07,7.29,15.495,14.37,8.83,30.28,11.65,13.11,1,0,1,2,1,1,1,,,,,,7,58.22,10,14.18298344,13.48
198,2019-10-14,8.55,15.495,14.48,8.875,28.1,12.35,15.31,1,0,1,2,1,1,1,,,,,,7,58.94,10,14.18298344,13.79142857
199,2019-10-21,8.48,15.495,14.74,8.775,30.33,12.54,15.25,1,0,1,2,1,1,1,,,,,,7,58.87,10,14.18298344,14.12714286
200,2019-10-28,8.03,15.495,14.63,8.67,26.5,12.05,15.34,1,0,1,2,1,1,1,,,,,,7,59.45,10,14.18298344,13.41285714
201,2019-11-04,8.2,15.495,14.63,8.43,30.43,11.89,14.11,1,0,1,2,1,1,1,,,,,,7,60.89,11,13.75146674,13.73142857
202,2019-11-11,8.37,15.495,14.72,8.706666667,29.61,12.01,13.87,1,0,1,3,1,1,1,,,,,,8,61.09,11,13.75146674,13.0875
203,2019-11-18,9.22,15.495,14.61,9.036666667,30.24,12.4,14.4,1,0,1,3,1,1,1,,,,,,8,61.56,11,13.75146674,13.4975
204,2019-11-25,9.45,15.495,14.82,9.516666667,29.27,12.93,15,1,0,1,3,1,1,1,,,,,,8,61.94,11,13.75146674,13.7525
205,2019-12-02,9.83,15.495,13.62,9.36,27.98,13.34,15.32,1,0,1,2,1,1,1,,,,,,7,60.41,12,14.65093357,14.11571429
206,2019-12-09,10.33,15.495,14.95,9.715,27.31,14.24,15.96,1,0,1,2,1,1,1,,,,,,7,63.34,12,14.65093357,14.60285714
207,2019-12-16,11.48,15.495,15.29,11.75333333,30.14,15.14,16.84,1,0,1,3,1,1,1,,,,,,8,64.19,12,14.65093357,15.51875
208,2019-12-23,10.66,15.495,15.62,12.43333333,29.93,16.18,17.37,1,0,1,3,1,1,1,,,,,,8,64.65,12,14.65093357,15.8825
209,2019-12-30,11.13,15.495,15.63,13.01666667,30.09,16.5,18.35,1,0,1,3,1,1,1,,,,,,8,64.85,12,14.65093357,16.34375
210,2020-01-06,12.2,15.495,14.76,13.44,28.5,16.34,18.39,1,0,1,2,1,1,0,,,,,,6,68.28,1,14.955954,16.44666667
211,2020-01-13,12.36,15.495,14.7,12.64,29.77,16.09,18.42,1,0,1,3,1,1,1,,,,,,8,65.72,1,14.955954,16.1575
212,2020-01-20,12.23,15.495,15.2,12.37,29.82,15.67,17.91,1,0,1,1,1,1,1,,,,,,6,65.75,1,14.955954,17.2
213,2020-01-27,11.37,15.495,15.12,11.50333333,29.86,15.6,17.68,1,0,1,3,1,1,1,,,,,,8,64.37,1,14.955954,15.5175
214,2020-02-03,10.91,15.495,13.65,10.415,29.67,14.79,16.55,1,0,1,2,1,1,1,,,,,,7,53.5,2,14.39166667,15.2
215,2020-02-10,9.27,15.495,13.49,9.04,29.95,13.91,15.36,1,0,1,1,1,1,1,,,,,,6,53,2,14.39166667,15.17
216,2020-02-17,9.11,15.495,13.31,9.13,30.44,13.49,14.88,1,0,1,2,1,1,1,,,,,,7,55.34,2,14.39166667,14.21285714
217,2020-02-24,9.65,15.495,13.75,9.875,29.8,14.92,16.49,1,0,1,2,1,1,1,,,,,,7,54.68,2,14.39166667,14.90857143
218,2020-03-02,9.48,15.495,14.23,9.73,29.88,14.01,17.09,1,0,1,1,1,1,1,,,,,,6,50.95,3,14.78056406,15.73666667
219,2020-03-09,9.15,15.495,13.65,9.34,29.97,13.16,15.86,1,0,1,1,1,1,1,,,,,,6,36.26,3,14.78056406,15.18833333
220,2020-03-16,8.9,15.495,13.63,9.1,29.98,11.9,16.4,1,0,1,2,1,1,1,,,,,,7,35.45,3,14.78056406,14.14428571
221,2020-03-23,8.91,15.495,13.38,9.66,29.63,11.09,15.92,1,0,1,3,1,1,1,,,,,,8,33.96,3,14.78056406,13.48875
222,2020-03-30,8.7,15.495,12.84,9.215,26.97,12.43,15.96,1,0,1,2,1,1,1,,,,,,7,33.84,3,14.78056406,13.61857143
223,2020-04-06,10.14,15.495,13.55,9.39,29.9,13.54,14.79,1,0,1,1,1,1,1,,,,,,6,27.45,4,14.86277705,15.21833333
224,2020-04-13,9.45,15.495,13.72,9.425,28.02,13.18,14.76,1,0,1,2,0,1,1,,,,,,6,24.74,4,14.86277705,11.66
225,2020-04-20,9.04,15.495,13.59,9.165,26.14,12.98,15.03,1,0,1,2,1,1,1,,,,,,7,21.47,4,14.86277705,13.58714286
226,2020-04-27,8.98,15.495,13.36,8.51,24.5,12.99,14.94,1,0,1,2,1,1,1,,,,,,7,20.37,4,14.86277705,13.11285714
227,2020-05-04,8.42,15.495,13.36,8.37,23.77,12.09,14.73,1,0,1,2,1,1,1,,,,,,7,26.2,5,14.71583875,12.73
228,2020-05-11,8.97,15.495,13.44,8.68,22.89,12.48,14.94,1,0,1,1,1,1,1,,,,,,6,27.27,5,14.71583875,13.56666667
229,2020-05-18,9.87,15.495,13.73,9.96,22.7,13.14,15.06,1,0,1,2,1,1,1,,,,,,7,30.55,5,14.71583875,13.48857143
230,2020-05-25,10.17,15.495,14.11,9.573333333,23.63,13.24,15.35,1,0,1,3,1,1,1,,,,,,8,30.34,5,14.71583875,13.1525
231,2020-06-01,10.65,15.495,14.23,10.29,26.8,13.74,15.61,1,0,1,2,1,1,1,,,,,,7,38.32,6,14.82230442,14.51571429
232,2020-06-08,12.18,15.495,14.64,10.2,25.56,13.97,16.79,1,0,1,3,1,1,1,,,,,,8,40.69,6,14.82230442,14.2175
233,2020-06-15,11.27,15.495,14.59,10.04333333,26.77,13.98,16.85,1,0,1,3,1,1,1,,,,,,8,39.85,6,14.82230442,14.19875
234,2020-06-22,10.02,15.495,14.22,8.825,25.25,13.07,16.51,1,0,1,2,1,1,1,,,,,,7,41.12,6,14.82230442,13.81714286
235,2020-06-29,10.14,15.495,13.87,9.34,24.96,12.77,15.9,1,0,1,3,1,1,1,,,,,,8,40.8,6,14.82230442,13.2075
236,2020-07-06,9.68,15.495,14.16,9.225,24.83,12.75,15.49,1,0,1,2,1,0,1,,,,,,6,42.89,7,14.63846877,13.76833333
237,2020-07-13,9.39,15.495,13.82,9.243333333,24.63,12.73,15.18,1,0,1,3,1,0,1,,,,,,7,43.1,7,14.63846877,12.96428571
238,2020-07-20,9.14,15.495,13.35,8.883333333,24.63,12.71,14.9,1,0,1,3,1,0,1,,,,,,7,43.05,7,14.63846877,12.66714286
239,2020-07-27,9.45,15.495,13.44,8.953333333,29.86,12.69,14.44,1,0,1,3,1,0,1,,,,,,7,43.33,7,14.63846877,13.43571429
240,2020-08-03,9.45,15.495,13.32,8.893333333,26.33,12.67,14.85,1,0,1,3,1,1,1,,,,,,8,43.39,8,14.40944084,12.9125
241,2020-08-10,9.6,15.495,13.97,8.88,23.84,12.65,14.88,1,0,1,4,1,1,1,,,,,,9,43.78,8,14.40944084,12.27333333
242,2020-08-17,9.33,15.495,13.74,9.105,25.7,13.06,15.29,1,0,1,4,1,1,1,,,,,,9,43.78,8,14.40944084,12.61555556
243,2020-08-24,9.35,15.495,13.71,9.103333333,25.2,13.38,14.98,1,0,1,3,1,1,1,,,,,,8,43.91,8,14.40944084,12.99125
244,2020-08-31,8.65,15.495,13.63,8.605,24.56,13.04,15.01,1,0,1,2,1,1,1,,,,,,7,43.99,8,14.40944084,13.15714286
245,2020-09-07,8.72,15.495,13.47,8.75,25.83,13.8,14.92,1,0,1,3,1,1,1,,,,,,8,42.61,9,14.18596372,12.87375
246,2020-09-14,8.65,15.495,13.39,8.895,28.09,11.63,14.68,1,0,1,4,1,1,1,,,,,,9,40.15,9,14.18596372,12.44666667
247,2020-09-21,9.26,15.495,13.14,8.953333333,27.21,13.8,14.51,1,0,1,3,1,1,1,,,,,,8,41.41,9,14.18596372,13.0975
248,2020-09-28,9.41,15.495,14.04,8.97,29.19,13.3,14.78,1,0,1,3,1,1,1,,,,,,8,41.62,9,14.18596372,13.45375
249,2020-10-05,8.9,15.89,13.9,8.26,29.13,13.95,14.39,1,1,1,3,1,1,1,,,,,,9,40.42,10,14.18298344,13.43777778
250,2020-10-12,8.52,15.89,13.28,7.943333333,29.19,13.57,14.12,2,1,1,3,1,1,1,,,,,,10,40.78,10,14.18298344,12.692
251,2020-10-19,8.67,15.31,13.65,7.956666667,28.99,14.18,14.25,2,1,1,3,1,1,1,,,,,,10,41.37,10,14.18298344,12.759
252,2020-10-26,7.64,15.9,13.36,7.515,28.89,13.99,14.4,1,1,1,2,1,1,1,,,,,,8,40.89,10,14.18298344,13.65125
253,2020-11-02,7.75,15.89,13.07,7.095,28.84,13.83,14.13,2,1,1,2,1,1,1,,,,,,9,38.36,11,13.75146674,12.82777778
254,2020-11-09,7.31,15.9,13.56,7,29.19,13.79,14.51,1,1,1,3,1,1,1,,,,,,9,41.4,11,13.75146674,12.80666667
255,2020-11-16,7.4,15.495,13.57,7.283333333,29.17,13.42,14.72,1,0,1,3,1,1,1,,,,,,8,42.52,11,13.75146674,12.51625
256,2020-11-23,8.31,15.2,13.37,7.1,29.37,14.71,14.34,2,1,1,3,1,1,1,,,,,,10,43.08,11,13.75146674,12.491
257,2020-11-30,7.2,15.19,13.42,6.99,29.55,14.78,14.48,1,1,1,2,1,1,1,,,,,,8,43.39,11,13.75146674,13.575
258,2020-12-07,8.225,15.19,13.39,8.493333333,29.23,14.47,14.53,2,1,1,3,1,1,1,,,,,,10,48.23,12,14.65093357,12.874
259,2020-12-14,8.285,15.19,13.46,7.26,29.92,14.38,13.96,2,1,1,3,1,1,1,,,,,,10,49.46,12,14.65093357,12.526
260,2020-12-21,8.435,15.19,13.53,7.406666667,30.44,14.89,14.36,2,1,1,3,1,1,1,,,,,,10,49.86,12,14.65093357,12.75
261,2020-12-28,8.875,15.2,14.26,7.93,29.74,15.29,14.62,2,1,1,2,1,1,1,,,,,,9,49.77,12,14.65093357,13.63555556
